-0.028655136	0.015370994	0.06005156	0.028884543	-0.030136362	-0.016180236	-0.004026781	-0.031150784	0.017746469	-0.05436649	0.021641089	-0.047456317	-0.031071573	0.041497562	-0.024738714	0.011133135	0.012195933	-0.013773639	0.02153832	0.0012028501	-0.021019636	0.04240543	-0.04894867	0.010342953	-0.008058123	-0.031953823	-0.010537304	-0.023524163	0.012571466	0.033588916	-0.0032692163	0.0015034048
0.012928497	0.055131216	0.016366785	-0.022737399	0.023238586	-0.047456168	-0.028229214	0.029718557	-0.022095444	0.023128197	-0.06715095	-0.024520349	-0.03102596	0.04090023	0.03269499	-0.02451567	0.015461243	-0.008966503	-0.020977171	-0.044816244	-0.04591635	-0.060142715	0.006462861	-0.009842408	-0.016295452	-0.043021966	-0.048056055	-0.011332285	0.00034933476	-0.03649544	-0.0009913633	0.004819763
-0.025145115	-0.04206812	0.05048186	-0.0040973676	0.077280916	0.019392231	0.007402285	-0.028814297	0.024896255	-0.0077402852	-0.025298974	0.029307406	0.011731053	-0.00880992	-0.044542797	-0.03401465	-0.01312243	0.011350125	-0.06726793	-0.018916016	0.041833848	0.028139766	0.0017365876	0.040164795	0.0075563206	-0.028581064	0.059195712	0.035662863	0.01801607	0.018965662	0.011488755	0.006426553
-0.00635282	0.04594874	-0.012826089	-0.007242849	0.016586496	-0.032421652	0.033667285	0.025588663	-0.034671135	-0.0063347076	0.022957439	-0.019962873	-0.040013094	-0.052903175	0.040064342	0.038316447	-0.033380277	0.0256683	-0.037761547	0.025562553	-0.05269475	-0.035239458	0.011957237	0.052831035	-0.017676042	0.036516964	0.050759483	-0.03201055	0.022719715	-0.0029684051	0.03731285	0.012524397
0.00048599005	0.006976245	0.0018817856	0.03701762	-0.013163307	0.030324776	0.02647197	0.0331986	0.030305432	0.03705215	-0.00019612117	-0.036675755	0.0041395896	-0.027532002	0.039985616	-0.005179299	-0.051513318	-0.04693479	0.032867648	0.0048991162	-0.009929929	0.045758806	-0.00015566645	-0.01121341	-0.0009045812	0.0056397547	-0.0044517247	-0.010309545	-0.0295272	-0.03590587	0.03136425	-0.00033021218
0.0078641595	0.00012368376	0.040221695	-0.050898153	0.03332389	0.04208008	0.060284525	-0.013497495	0.045732353	-0.036402334	0.015737988	-0.0068497397	0.0046731	-0.0038295898	-0.0070819343	0.034731746	-0.021594664	0.04478938	-0.055031862	0.011373143	0.0035113005	0.053424027	-0.016025083	0.0552352	-0.045935024	0.0048313597	0.032879915	0.055014916	-0.049089976	0.0140980445	-0.004399243	-0.006716105
0.01763548	0.0031745932	0.02224472	-0.006456822	-0.01975877	0.041826464	0.01885689	-0.0007811654	0.012900879	-0.044249687	0.041311014	-0.00842571	-0.0066970177	0.027313469	0.003083214	-0.0019783792	0.019770063	0.005744099	-0.052236695	0.05531957	0.005922467	-0.0106209805	-0.016792402	0.04536006	-0.033013735	-0.0032376575	0.031084869	0.035273787	-0.057674583	0.049321424	0.03198113	-0.031754706
-0.044263333	0.028615266	-0.035123736	0.011900365	-0.018247308	0.012516837	-0.01666426	0.05599791	-0.024554027	-0.03089585	-0.0025292935	0.045172874	0.002377093	-0.010859132	-0.009952075	-0.03363756	-0.057330415	-0.0127794985	0.02486574	0.012510236	-0.0031027368	0.021222496	-0.038294174	0.045799147	0.02229199	-0.044123854	-0.00443293	-0.034628805	0.02886763	0.009165322	0.055884194	-0.021295523
-0.026298506	-0.05491381	0.0035070225	-0.06502569	-0.018447692	0.059088048	-0.024947166	0.008539448	0.027208783	-0.045281354	0.0146086225	-0.0025205591	-0.058216635	-0.023383478	-0.053716175	-0.04433609	-0.050086744	-0.03443029	-0.0585894	0.0319246	0.019967956	0.05996213	0.0040511326	0.06780289	-0.002053933	-0.05997463	0.050271112	0.032486923	-0.06816521	-0.0041078185	-0.025672678	0.011743284
-0.019866833	-0.045486078	-0.022580134	0.019615447	-0.012611216	0.03800725	0.016015343	-0.030321507	0.037476804	0.03132046	-0.03648505	0.02642527	-0.033819694	-0.02790446	0.0057379017	-0.010727398	-0.043760046	0.009801821	-0.03107807	0.047115352	0.038756415	0.05317016	-0.03922913	0.013768463	-0.01084751	-0.04918017	-0.040107265	0.021287892	-0.009927768	0.052083768	0.008410727	-0.015826374
